259854  , -79089      , array([ 0.316972   ,  0.157872   ,  3.21875    ,  2.17424e-42,  4.14121e-08])
259904  , -75449.8    , array([ 0.0817012  ,  0.00287769 ,  3.23557    ,  2.17424e-42,  8.98786e-06])
259905  , -75449.9    , array([ 0.0817829  ,  0.00287769 ,  3.23557    ,  2.17424e-42,  8.98786e-06])
259906  , -75453.3    , array([ 0.0817012  ,  0.00288057 ,  3.23557    ,  2.17424e-42,  8.98786e-06])
259907  , -75449.8    , array([ 0.0817012  ,  0.00287769 ,  3.23881    ,  2.17424e-42,  8.98786e-06])
259908  , -75449.8    , array([ 0.0817012  ,  0.00287769 ,  3.23557    ,  2.17642e-42,  8.98786e-06])
259909  , -75446.3    , array([ 0.0817012  ,  0.00287769 ,  3.23557    ,  2.17424e-42,  8.99685e-06])
259910  , -75449.2    , array([ 0.0816989  ,  0.00287745 ,  3.23557    ,  2.17424e-42,  8.98887e-06])
259911  , -75449.2    , array([ 0.0816989  ,  0.00287745 ,  3.23557    ,  2.17424e-42,  8.98887e-06])
259912  , -75449.2    , array([ 0.0817806  ,  0.00287745 ,  3.23557    ,  2.17424e-42,  8.98887e-06])
259913  , -75452.6    , array([ 0.0816989  ,  0.00288033 ,  3.23557    ,  2.17424e-42,  8.98887e-06])
259914  , -75449.2    , array([ 0.0816989  ,  0.00287745 ,  3.23881    ,  2.17424e-42,  8.98887e-06])
259915  , -75449.2    , array([ 0.0816989  ,  0.00287745 ,  3.23557    ,  2.17642e-42,  8.98887e-06])
259916  , -75445.6    , array([ 0.0816989  ,  0.00287745 ,  3.23557    ,  2.17424e-42,  8.99786e-06])
259924  , -75449      , array([ 0.0816983  ,  0.00287739 ,  3.23557    ,  2.17424e-42,  8.98912e-06])
259925  , -75449      , array([ 0.0816983  ,  0.00287739 ,  3.23557    ,  2.17424e-42,  8.98912e-06])
259926  , -75449.1    , array([ 0.08178    ,  0.00287739 ,  3.23557    ,  2.17424e-42,  8.98912e-06])
259927  , -75452.4    , array([ 0.0816983  ,  0.00288027 ,  3.23557    ,  2.17424e-42,  8.98912e-06])
259928  , -75449      , array([ 0.0816983  ,  0.00287739 ,  3.23881    ,  2.17424e-42,  8.98912e-06])
259929  , -75449      , array([ 0.0816983  ,  0.00287739 ,  3.23557    ,  2.17642e-42,  8.98912e-06])
259930  , -75445.5    , array([ 0.0816983  ,  0.00287739 ,  3.23557    ,  2.17424e-42,  8.99811e-06])
259931  , -75448.8    , array([ 0.0816977  ,  0.00287733 ,  3.23557    ,  2.17424e-42,  8.98937e-06])
259932  , -75448.8    , array([ 0.0816977  ,  0.00287733 ,  3.23557    ,  2.17424e-42,  8.98937e-06])
259933  , -75448.9    , array([ 0.0817794  ,  0.00287733 ,  3.23557    ,  2.17424e-42,  8.98937e-06])
259934  , -75452.3    , array([ 0.0816977  ,  0.00288021 ,  3.23557    ,  2.17424e-42,  8.98937e-06])
259935  , -75448.8    , array([ 0.0816977  ,  0.00287733 ,  3.23881    ,  2.17424e-42,  8.98937e-06])
259936  , -75448.8    , array([ 0.0816977  ,  0.00287733 ,  3.23557    ,  2.17642e-42,  8.98937e-06])
259937  , -75445.3    , array([ 0.0816977  ,  0.00287733 ,  3.23557    ,  2.17424e-42,  8.99836e-06])
259938  , -65188.9    , array([ 0.0663189  ,  0.00155397 ,  3.23816    ,  2.17424e-42,  2.05661e-05])
259939  , -65188.9    , array([ 0.0663189  ,  0.00155397 ,  3.23816    ,  2.17424e-42,  2.05661e-05])
259940  , -65189.1    , array([ 0.0663853  ,  0.00155397 ,  3.23816    ,  2.17424e-42,  2.05661e-05])
259941  , -65201      , array([ 0.0663189  ,  0.00155553 ,  3.23816    ,  2.17424e-42,  2.05661e-05])
259942  , -65188.9    , array([ 0.0663189  ,  0.00155397 ,  3.2414     ,  2.17424e-42,  2.05661e-05])
259943  , -65188.9    , array([ 0.0663189  ,  0.00155397 ,  3.23816    ,  2.17642e-42,  2.05661e-05])
259944  , -65176.7    , array([ 0.0663189  ,  0.00155397 ,  3.23816    ,  2.17424e-42,  2.05866e-05])
259945  , -65188.4    , array([ 0.0663185  ,  0.00155395 ,  3.23816    ,  2.17424e-42,  2.05666e-05])
259946  , -65188.4    , array([ 0.0663185  ,  0.00155395 ,  3.23816    ,  2.17424e-42,  2.05666e-05])
259947  , -65188.6    , array([ 0.0663849  ,  0.00155395 ,  3.23816    ,  2.17424e-42,  2.05666e-05])
259948  , -65200.5    , array([ 0.0663185  ,  0.0015555  ,  3.23816    ,  2.17424e-42,  2.05666e-05])
259949  , -65188.4    , array([ 0.0663185  ,  0.00155395 ,  3.2414     ,  2.17424e-42,  2.05666e-05])
259950  , -65188.4    , array([ 0.0663185  ,  0.00155395 ,  3.23816    ,  2.17642e-42,  2.05666e-05])
259951  , -65176.2    , array([ 0.0663185  ,  0.00155395 ,  3.23816    ,  2.17424e-42,  2.05871e-05])
259952  , -65187.9    , array([ 0.0663181  ,  0.00155392 ,  3.23816    ,  2.17424e-42,  2.05671e-05])
259953  , -65187.9    , array([ 0.0663181  ,  0.00155392 ,  3.23816    ,  2.17424e-42,  2.05671e-05])
259954  , -65188.1    , array([ 0.0663845  ,  0.00155392 ,  3.23816    ,  2.17424e-42,  2.05671e-05])
259955  , -65199.9    , array([ 0.0663181  ,  0.00155547 ,  3.23816    ,  2.17424e-42,  2.05671e-05])
259956  , -65187.9    , array([ 0.0663181  ,  0.00155392 ,  3.2414     ,  2.17424e-42,  2.05671e-05])
259957  , -65187.9    , array([ 0.0663181  ,  0.00155392 ,  3.23816    ,  2.17642e-42,  2.05671e-05])
259958  , -65175.7    , array([ 0.0663181  ,  0.00155392 ,  3.23816    ,  2.17424e-42,  2.05876e-05])
259959  , -53784.8    , array([ 0.0597515  ,  0.00114199 ,  3.23946    ,  2.17424e-42,  3.1108e-05 ])
259960  , -53784.8    , array([ 0.0597515  ,  0.00114199 ,  3.23946    ,  2.17424e-42,  3.1108e-05 ])
259961  , -53785      , array([ 0.0598113  ,  0.00114199 ,  3.23946    ,  2.17424e-42,  3.1108e-05 ])
259962  , -53804.2    , array([ 0.0597515  ,  0.00114313 ,  3.23946    ,  2.17424e-42,  3.1108e-05 ])
259963  , -53784.8    , array([ 0.0597515  ,  0.00114199 ,  3.2427     ,  2.17424e-42,  3.1108e-05 ])
259964  , -53784.8    , array([ 0.0597515  ,  0.00114199 ,  3.23946    ,  2.17642e-42,  3.1108e-05 ])
259965  , -53765.1    , array([ 0.0597515  ,  0.00114199 ,  3.23946    ,  2.17424e-42,  3.11391e-05])
259966  , -53784.4    , array([ 0.0597513  ,  0.00114198 ,  3.23946    ,  2.17424e-42,  3.11083e-05])
259967  , -53784.4    , array([ 0.0597513  ,  0.00114198 ,  3.23946    ,  2.17424e-42,  3.11083e-05])
259968  , -53784.7    , array([ 0.0598111  ,  0.00114198 ,  3.23946    ,  2.17424e-42,  3.11083e-05])
259969  , -53803.9    , array([ 0.0597513  ,  0.00114313 ,  3.23946    ,  2.17424e-42,  3.11083e-05])
259970  , -53784.4    , array([ 0.0597513  ,  0.00114198 ,  3.2427     ,  2.17424e-42,  3.11083e-05])
259971  , -53784.4    , array([ 0.0597513  ,  0.00114198 ,  3.23946    ,  2.17642e-42,  3.11083e-05])
259972  , -53764.8    , array([ 0.0597513  ,  0.00114198 ,  3.23946    ,  2.17424e-42,  3.11395e-05])
259973  , -53784.1    , array([ 0.0597512  ,  0.00114198 ,  3.23946    ,  2.17424e-42,  3.11086e-05])
259974  , -53784.1    , array([ 0.0597512  ,  0.00114198 ,  3.23946    ,  2.17424e-42,  3.11086e-05])
259975  , -53784.3    , array([ 0.059811   ,  0.00114198 ,  3.23946    ,  2.17424e-42,  3.11086e-05])
259976  , -53803.6    , array([ 0.0597512  ,  0.00114312 ,  3.23946    ,  2.17424e-42,  3.11086e-05])
259977  , -53784.1    , array([ 0.0597512  ,  0.00114198 ,  3.2427     ,  2.17424e-42,  3.11086e-05])
259978  , -53784.1    , array([ 0.0597512  ,  0.00114198 ,  3.23946    ,  2.17642e-42,  3.11086e-05])
259979  , -53764.4    , array([ 0.0597512  ,  0.00114198 ,  3.23946    ,  2.17424e-42,  3.11398e-05])
259987  , -53784      , array([ 0.0597511  ,  0.00114197 ,  3.23946    ,  2.17424e-42,  3.11087e-05])
259988  , -53784      , array([ 0.0597511  ,  0.00114197 ,  3.23946    ,  2.17424e-42,  3.11087e-05])
259989  , -53784.3    , array([ 0.0598109  ,  0.00114197 ,  3.23946    ,  2.17424e-42,  3.11087e-05])
259990  , -53803.5    , array([ 0.0597511  ,  0.00114312 ,  3.23946    ,  2.17424e-42,  3.11087e-05])
259991  , -53784      , array([ 0.0597511  ,  0.00114197 ,  3.2427     ,  2.17424e-42,  3.11087e-05])
259992  , -53784      , array([ 0.0597511  ,  0.00114197 ,  3.23946    ,  2.17642e-42,  3.11087e-05])
259993  , -53764.3    , array([ 0.0597511  ,  0.00114197 ,  3.23946    ,  2.17424e-42,  3.11398e-05])
259994  , -53783.9    , array([ 0.0597511  ,  0.00114197 ,  3.23946    ,  2.17424e-42,  3.11088e-05])
259995  , -53783.9    , array([ 0.0597511  ,  0.00114197 ,  3.23946    ,  2.17424e-42,  3.11088e-05])
259996  , -53784.2    , array([ 0.0598109  ,  0.00114197 ,  3.23946    ,  2.17424e-42,  3.11088e-05])
259997  , -53803.4    , array([ 0.0597511  ,  0.00114311 ,  3.23946    ,  2.17424e-42,  3.11088e-05])
259998  , -53783.9    , array([ 0.0597511  ,  0.00114197 ,  3.2427     ,  2.17424e-42,  3.11088e-05])
259999  , -53783.9    , array([ 0.0597511  ,  0.00114197 ,  3.23946    ,  2.17642e-42,  3.11088e-05])
260000  , -53764.2    , array([ 0.0597511  ,  0.00114197 ,  3.23946    ,  2.17424e-42,  3.11399e-05])
260001  , -50070.7    , array([ 0.0582138  ,  0.00105734 ,  3.23979    ,  2.17424e-42,  3.44989e-05])
260002  , -50070.7    , array([ 0.0582138  ,  0.00105734 ,  3.23979    ,  2.17424e-42,  3.44989e-05])
260003  , -50070.9    , array([ 0.058272   ,  0.00105734 ,  3.23979    ,  2.17424e-42,  3.44989e-05])
260004  , -50092      , array([ 0.0582138  ,  0.0010584  ,  3.23979    ,  2.17424e-42,  3.44989e-05])
260005  , -50070.7    , array([ 0.0582138  ,  0.00105734 ,  3.24303    ,  2.17424e-42,  3.44989e-05])
260006  , -50070.7    , array([ 0.0582138  ,  0.00105734 ,  3.23979    ,  2.17642e-42,  3.44989e-05])
260007  , -50049.1    , array([ 0.0582138  ,  0.00105734 ,  3.23979    ,  2.17424e-42,  3.45334e-05])
260008  , -50070.6    , array([ 0.0582138  ,  0.00105734 ,  3.23979    ,  2.17424e-42,  3.44989e-05])
260009  , -50070.6    , array([ 0.0582138  ,  0.00105734 ,  3.23979    ,  2.17424e-42,  3.44989e-05])
260010  , -50070.9    , array([ 0.058272   ,  0.00105734 ,  3.23979    ,  2.17424e-42,  3.44989e-05])
260011  , -50092      , array([ 0.0582138  ,  0.0010584  ,  3.23979    ,  2.17424e-42,  3.44989e-05])
260012  , -50070.7    , array([ 0.0582138  ,  0.00105734 ,  3.24303    ,  2.17424e-42,  3.44989e-05])
260013  , -50070.6    , array([ 0.0582138  ,  0.00105734 ,  3.23979    ,  2.17642e-42,  3.44989e-05])
260014  , -50049.1    , array([ 0.0582138  ,  0.00105734 ,  3.23979    ,  2.17424e-42,  3.45334e-05])
260015  , -50070.6    , array([ 0.0582138  ,  0.00105734 ,  3.23979    ,  2.17424e-42,  3.44989e-05])
260016  , -50070.6    , array([ 0.0582138  ,  0.00105734 ,  3.23979    ,  2.17424e-42,  3.44989e-05])
260017  , -50070.9    , array([ 0.058272   ,  0.00105734 ,  3.23979    ,  2.17424e-42,  3.44989e-05])
260018  , -50092      , array([ 0.0582138  ,  0.0010584  ,  3.23979    ,  2.17424e-42,  3.44989e-05])
260019  , -50070.6    , array([ 0.0582138  ,  0.00105734 ,  3.24303    ,  2.17424e-42,  3.44989e-05])
260020  , -50070.6    , array([ 0.0582138  ,  0.00105734 ,  3.23979    ,  2.17642e-42,  3.44989e-05])
260021  , -50049      , array([ 0.0582138  ,  0.00105734 ,  3.23979    ,  2.17424e-42,  3.45334e-05])
260022  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260023  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260024  , -48088.1    , array([ 0.0575175  ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260025  , -48110.1    , array([ 0.05746    ,  0.00101843 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260026  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.24319    ,  2.17424e-42,  3.63301e-05])
260027  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17642e-42,  3.63301e-05])
260028  , -48065.4    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63664e-05])
260029  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260030  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260031  , -48088.1    , array([ 0.0575175  ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260032  , -48110.1    , array([ 0.05746    ,  0.00101843 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260033  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.24319    ,  2.17424e-42,  3.63301e-05])
260034  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17642e-42,  3.63301e-05])
260035  , -48065.4    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63664e-05])
260036  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260037  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260038  , -48088.1    , array([ 0.0575175  ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260039  , -48110.1    , array([ 0.05746    ,  0.00101843 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260040  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.24319    ,  2.17424e-42,  3.63301e-05])
260041  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17642e-42,  3.63301e-05])
260042  , -48065.4    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63664e-05])
260050  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260051  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260052  , -48088.1    , array([ 0.0575175  ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260053  , -48110.1    , array([ 0.05746    ,  0.00101843 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260054  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.24319    ,  2.17424e-42,  3.63301e-05])
260055  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17642e-42,  3.63301e-05])
260056  , -48065.4    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63664e-05])
260057  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260058  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260059  , -48088.1    , array([ 0.0575175  ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260060  , -48110.1    , array([ 0.05746    ,  0.00101843 ,  3.23995    ,  2.17424e-42,  3.63301e-05])
260061  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.24319    ,  2.17424e-42,  3.63301e-05])
260062  , -48087.9    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17642e-42,  3.63301e-05])
260063  , -48065.4    , array([ 0.05746    ,  0.00101741 ,  3.23995    ,  2.17424e-42,  3.63664e-05])
260064  , -47579.6    , array([ 0.0572731  ,  0.00100767 ,  3.23999    ,  2.17424e-42,  3.68029e-05])
260065  , -47579.6    , array([ 0.0572731  ,  0.00100767 ,  3.23999    ,  2.17424e-42,  3.68029e-05])
260066  , -47579.8    , array([ 0.0573304  ,  0.00100767 ,  3.23999    ,  2.17424e-42,  3.68029e-05])
260067  , -47602.1    , array([ 0.0572731  ,  0.00100867 ,  3.23999    ,  2.17424e-42,  3.68029e-05])
260068  , -47579.6    , array([ 0.0572731  ,  0.00100767 ,  3.24323    ,  2.17424e-42,  3.68029e-05])
260069  , -47579.6    , array([ 0.0572731  ,  0.00100767 ,  3.23999    ,  2.17642e-42,  3.68029e-05])
260070  , -47556.9    , array([ 0.0572731  ,  0.00100767 ,  3.23999    ,  2.17424e-42,  3.68397e-05])
260071  , -47579.6    , array([ 0.0572731  ,  0.00100767 ,  3.23999    ,  2.17424e-42,  3.68029e-05])
260072  , -47579.6    , array([ 0.0572731  ,  0.00100767 ,  3.23999    ,  2.17424e-42,  3.68029e-05])
260073  , -47579.8    , array([ 0.0573304  ,  0.00100767 ,  3.23999    ,  2.17424e-42,  3.68029e-05])
260074  , -47602.1    , array([ 0.0572731  ,  0.00100867 ,  3.23999    ,  2.17424e-42,  3.68029e-05])
260075  , -47579.6    , array([ 0.0572731  ,  0.00100767 ,  3.24323    ,  2.17424e-42,  3.68029e-05])
260076  , -47579.6    , array([ 0.0572731  ,  0.00100767 ,  3.23999    ,  2.17642e-42,  3.68029e-05])
260077  , -47556.9    , array([ 0.0572731  ,  0.00100767 ,  3.23999    ,  2.17424e-42,  3.68397e-05])
260078  , -47579.6    , array([ 0.0572731  ,  0.00100767 ,  3.23999    ,  2.17424e-42,  3.68029e-05])
260079  , -47579.6    , array([ 0.0572731  ,  0.00100767 ,  3.23999    ,  2.17424e-42,  3.68029e-05])
260080  , -47579.8    , array([ 0.0573304  ,  0.00100767 ,  3.23999    ,  2.17424e-42,  3.68029e-05])
260081  , -47602.1    , array([ 0.0572731  ,  0.00100867 ,  3.23999    ,  2.17424e-42,  3.68029e-05])
260082  , -47579.6    , array([ 0.0572731  ,  0.00100767 ,  3.24323    ,  2.17424e-42,  3.68029e-05])
260083  , -47579.6    , array([ 0.0572731  ,  0.00100767 ,  3.23999    ,  2.17642e-42,  3.68029e-05])
260084  , -47556.9    , array([ 0.0572731  ,  0.00100767 ,  3.23999    ,  2.17424e-42,  3.68397e-05])
260085  , -47323.6    , array([ 0.0571799  ,  0.00100283 ,  3.24001    ,  2.17424e-42,  3.70415e-05])
260086  , -47323.6    , array([ 0.0571799  ,  0.00100283 ,  3.24001    ,  2.17424e-42,  3.70415e-05])
260087  , -47323.9    , array([ 0.0572371  ,  0.00100283 ,  3.24001    ,  2.17424e-42,  3.70415e-05])
260088  , -47346.2    , array([ 0.0571799  ,  0.00100383 ,  3.24001    ,  2.17424e-42,  3.70415e-05])
260089  , -47323.6    , array([ 0.0571799  ,  0.00100283 ,  3.24325    ,  2.17424e-42,  3.70415e-05])
260090  , -47323.6    , array([ 0.0571799  ,  0.00100283 ,  3.24001    ,  2.17642e-42,  3.70415e-05])
260091  , -47300.8    , array([ 0.0571799  ,  0.00100283 ,  3.24001    ,  2.17424e-42,  3.70786e-05])
260092  , -47323.6    , array([ 0.0571799  ,  0.00100283 ,  3.24001    ,  2.17424e-42,  3.70415e-05])
260093  , -47323.6    , array([ 0.0571799  ,  0.00100283 ,  3.24001    ,  2.17424e-42,  3.70415e-05])
260094  , -47323.9    , array([ 0.0572371  ,  0.00100283 ,  3.24001    ,  2.17424e-42,  3.70415e-05])
260095  , -47346.2    , array([ 0.0571799  ,  0.00100383 ,  3.24001    ,  2.17424e-42,  3.70415e-05])
260096  , -47323.6    , array([ 0.0571799  ,  0.00100283 ,  3.24325    ,  2.17424e-42,  3.70415e-05])
260097  , -47323.6    , array([ 0.0571799  ,  0.00100283 ,  3.24001    ,  2.17642e-42,  3.70415e-05])
260098  , -47300.8    , array([ 0.0571799  ,  0.00100283 ,  3.24001    ,  2.17424e-42,  3.70786e-05])
260099  , -47323.6    , array([ 0.0571799  ,  0.00100283 ,  3.24001    ,  2.17424e-42,  3.70415e-05])
260100  , -47323.6    , array([ 0.0571799  ,  0.00100283 ,  3.24001    ,  2.17424e-42,  3.70415e-05])
260101  , -47323.9    , array([ 0.0572371  ,  0.00100283 ,  3.24001    ,  2.17424e-42,  3.70415e-05])
260102  , -47346.2    , array([ 0.0571799  ,  0.00100383 ,  3.24001    ,  2.17424e-42,  3.70415e-05])
260103  , -47323.6    , array([ 0.0571799  ,  0.00100283 ,  3.24325    ,  2.17424e-42,  3.70415e-05])
260104  , -47323.6    , array([ 0.0571799  ,  0.00100283 ,  3.24001    ,  2.17642e-42,  3.70415e-05])
260105  , -47300.8    , array([ 0.0571799  ,  0.00100283 ,  3.24001    ,  2.17424e-42,  3.70786e-05])
260106  , -47195.2    , array([ 0.0571333  ,  0.00100042 ,  3.24002    ,  2.17424e-42,  3.71615e-05])
260107  , -47195.2    , array([ 0.0571333  ,  0.00100042 ,  3.24002    ,  2.17424e-42,  3.71615e-05])
260108  , -47195.4    , array([ 0.0571905  ,  0.00100042 ,  3.24002    ,  2.17424e-42,  3.71615e-05])
260109  , -47217.8    , array([ 0.0571333  ,  0.00100142 ,  3.24002    ,  2.17424e-42,  3.71615e-05])
260110  , -47195.2    , array([ 0.0571333  ,  0.00100042 ,  3.24326    ,  2.17424e-42,  3.71615e-05])
260111  , -47195.2    , array([ 0.0571333  ,  0.00100042 ,  3.24002    ,  2.17642e-42,  3.71615e-05])
260112  , -47172.3    , array([ 0.0571333  ,  0.00100042 ,  3.24002    ,  2.17424e-42,  3.71986e-05])
260113  , -47195.2    , array([ 0.0571333  ,  0.00100042 ,  3.24002    ,  2.17424e-42,  3.71615e-05])
260114  , -47195.2    , array([ 0.0571333  ,  0.00100042 ,  3.24002    ,  2.17424e-42,  3.71615e-05])
260115  , -47195.4    , array([ 0.0571905  ,  0.00100042 ,  3.24002    ,  2.17424e-42,  3.71615e-05])
260116  , -47217.8    , array([ 0.0571333  ,  0.00100142 ,  3.24002    ,  2.17424e-42,  3.71615e-05])
260117  , -47195.2    , array([ 0.0571333  ,  0.00100042 ,  3.24326    ,  2.17424e-42,  3.71615e-05])
260118  , -47195.2    , array([ 0.0571333  ,  0.00100042 ,  3.24002    ,  2.17642e-42,  3.71615e-05])
260119  , -47172.3    , array([ 0.0571333  ,  0.00100042 ,  3.24002    ,  2.17424e-42,  3.71986e-05])
