147069  , -33719.9    , array([ 0.249376   ,  0.184284   ,  9.23812e-13,  0.00154008 ,  0.00890256 ])
147191  , -1638.78    , array([ 1.23904    ,  0.0678135  ,  9.23812e-13,  0.0274312  ,  0.024364   ])
147192  , -1638.92    , array([ 1.23904    ,  0.0677457  ,  9.24736e-13,  0.0274312  ,  0.024364   ])
147193  , -1638.92    , array([ 1.23904    ,  0.0677457  ,  9.23812e-13,  0.0274586  ,  0.024364   ])
147194  , -1639.11    , array([ 1.23904    ,  0.0677457  ,  9.23812e-13,  0.0274312  ,  0.0243883  ])
147195  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224511   ,  0.0250171  ])
147196  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224511   ,  0.0250171  ])
147197  , -1624.2     , array([ 1.40483    ,  0.069751   ,  9.23812e-13,  0.224511   ,  0.0250171  ])
147198  , -1624.46    , array([ 1.40342    ,  0.0698208  ,  9.23812e-13,  0.224511   ,  0.0250171  ])
147199  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.24736e-13,  0.224511   ,  0.0250171  ])
147200  , -1624.21    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224736   ,  0.0250171  ])
147201  , -1624.03    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224511   ,  0.0250421  ])
147209  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224511   ,  0.0250171  ])
147210  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224511   ,  0.0250171  ])
147211  , -1624.2     , array([ 1.40483    ,  0.069751   ,  9.23812e-13,  0.224511   ,  0.0250171  ])
147212  , -1624.46    , array([ 1.40342    ,  0.0698208  ,  9.23812e-13,  0.224511   ,  0.0250171  ])
147213  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.24736e-13,  0.224511   ,  0.0250171  ])
147214  , -1624.21    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224736   ,  0.0250171  ])
147215  , -1624.03    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224511   ,  0.0250421  ])
147216  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224512   ,  0.0250171  ])
147217  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224512   ,  0.0250171  ])
147218  , -1624.2     , array([ 1.40483    ,  0.069751   ,  9.23812e-13,  0.224512   ,  0.0250171  ])
147219  , -1624.46    , array([ 1.40342    ,  0.0698208  ,  9.23812e-13,  0.224512   ,  0.0250171  ])
147220  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.24736e-13,  0.224512   ,  0.0250171  ])
147221  , -1624.21    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224736   ,  0.0250171  ])
147222  , -1624.03    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224512   ,  0.0250421  ])
147230  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224512   ,  0.0250171  ])
147231  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224512   ,  0.0250171  ])
147232  , -1624.2     , array([ 1.40483    ,  0.069751   ,  9.23812e-13,  0.224512   ,  0.0250171  ])
147233  , -1624.46    , array([ 1.40342    ,  0.0698208  ,  9.23812e-13,  0.224512   ,  0.0250171  ])
147234  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.24736e-13,  0.224512   ,  0.0250171  ])
147235  , -1624.21    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224736   ,  0.0250171  ])
147236  , -1624.03    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224512   ,  0.0250421  ])
147237  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224512   ,  0.0250171  ])
147238  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224512   ,  0.0250171  ])
147239  , -1624.2     , array([ 1.40483    ,  0.069751   ,  9.23812e-13,  0.224512   ,  0.0250171  ])
147240  , -1624.46    , array([ 1.40342    ,  0.0698208  ,  9.23812e-13,  0.224512   ,  0.0250171  ])
147241  , -1624.22    , array([ 1.40342    ,  0.069751   ,  9.24736e-13,  0.224512   ,  0.0250171  ])
147242  , -1624.21    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224736   ,  0.0250171  ])
147243  , -1624.03    , array([ 1.40342    ,  0.069751   ,  9.23812e-13,  0.224512   ,  0.0250421  ])
147244  , -1662.07    , array([ 1.58961    ,  0.0718157  ,  9.23812e-13,  1.83752    ,  0.0256877  ])
147245  , -1662.07    , array([ 1.58961    ,  0.0718157  ,  9.23812e-13,  1.83752    ,  0.0256877  ])
147246  , -1662.14    , array([ 1.5912     ,  0.0718157  ,  9.23812e-13,  1.83752    ,  0.0256877  ])
147247  , -1664.27    , array([ 1.58961    ,  0.0718876  ,  9.23812e-13,  1.83752    ,  0.0256877  ])
147248  , -1662.07    , array([ 1.58961    ,  0.0718157  ,  9.24736e-13,  1.83752    ,  0.0256877  ])
147249  , -1662.19    , array([ 1.58961    ,  0.0718157  ,  9.23812e-13,  1.83936    ,  0.0256877  ])
147250  , -1660.06    , array([ 1.58961    ,  0.0718157  ,  9.23812e-13,  1.83752    ,  0.0257134  ])
147251  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450363   ,  0.0252372  ])
147252  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450363   ,  0.0252372  ])
147253  , -1619.36    , array([ 1.46399    ,  0.0704281  ,  9.23812e-13,  0.450363   ,  0.0252372  ])
147254  , -1619.9     , array([ 1.46253    ,  0.0704985  ,  9.23812e-13,  0.450363   ,  0.0252372  ])
147255  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.24736e-13,  0.450363   ,  0.0252372  ])
147256  , -1619.34    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450814   ,  0.0252372  ])
147257  , -1618.84    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450363   ,  0.0252624  ])
147265  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450363   ,  0.0252372  ])
147266  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450363   ,  0.0252372  ])
147267  , -1619.36    , array([ 1.46399    ,  0.0704281  ,  9.23812e-13,  0.450363   ,  0.0252372  ])
147268  , -1619.9     , array([ 1.46253    ,  0.0704985  ,  9.23812e-13,  0.450363   ,  0.0252372  ])
147269  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.24736e-13,  0.450363   ,  0.0252372  ])
147270  , -1619.34    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450814   ,  0.0252372  ])
147271  , -1618.84    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450363   ,  0.0252624  ])
147272  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450364   ,  0.0252372  ])
147273  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450364   ,  0.0252372  ])
147274  , -1619.36    , array([ 1.46399    ,  0.0704281  ,  9.23812e-13,  0.450364   ,  0.0252372  ])
147275  , -1619.9     , array([ 1.46253    ,  0.0704985  ,  9.23812e-13,  0.450364   ,  0.0252372  ])
147276  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.24736e-13,  0.450364   ,  0.0252372  ])
147277  , -1619.34    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450814   ,  0.0252372  ])
147278  , -1618.84    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450364   ,  0.0252624  ])
147286  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450364   ,  0.0252372  ])
147287  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450364   ,  0.0252372  ])
147288  , -1619.36    , array([ 1.46399    ,  0.0704281  ,  9.23812e-13,  0.450364   ,  0.0252372  ])
147289  , -1619.9     , array([ 1.46253    ,  0.0704985  ,  9.23812e-13,  0.450364   ,  0.0252372  ])
147290  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.24736e-13,  0.450364   ,  0.0252372  ])
147291  , -1619.34    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450814   ,  0.0252372  ])
147292  , -1618.84    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450364   ,  0.0252624  ])
147293  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450364   ,  0.0252372  ])
147294  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450364   ,  0.0252372  ])
147295  , -1619.36    , array([ 1.46399    ,  0.0704281  ,  9.23812e-13,  0.450364   ,  0.0252372  ])
147296  , -1619.9     , array([ 1.46253    ,  0.0704985  ,  9.23812e-13,  0.450364   ,  0.0252372  ])
147297  , -1619.35    , array([ 1.46253    ,  0.0704281  ,  9.24736e-13,  0.450364   ,  0.0252372  ])
147298  , -1619.34    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450814   ,  0.0252372  ])
147299  , -1618.84    , array([ 1.46253    ,  0.0704281  ,  9.23812e-13,  0.450364   ,  0.0252624  ])
147300  , -1714.99    , array([ 1.58859    ,  0.0716189  ,  9.23812e-13,  2.55058    ,  0.0256483  ])
147301  , -1714.99    , array([ 1.58859    ,  0.0716189  ,  9.23812e-13,  2.55058    ,  0.0256483  ])
147302  , -1715.07    , array([ 1.59018    ,  0.0716189  ,  9.23812e-13,  2.55058    ,  0.0256483  ])
147303  , -1717.88    , array([ 1.58859    ,  0.0716905  ,  9.23812e-13,  2.55058    ,  0.0256483  ])
147304  , -1714.99    , array([ 1.58859    ,  0.0716189  ,  9.24736e-13,  2.55058    ,  0.0256483  ])
147305  , -1715.23    , array([ 1.58859    ,  0.0716189  ,  9.23812e-13,  2.55313    ,  0.0256483  ])
147306  , -1712.42    , array([ 1.58859    ,  0.0716189  ,  9.23812e-13,  2.55058    ,  0.0256739  ])
147307  , -1618       , array([ 1.48948    ,  0.0706894  ,  9.23812e-13,  0.660536   ,  0.0253274  ])
147308  , -1618       , array([ 1.48948    ,  0.0706894  ,  9.23812e-13,  0.660536   ,  0.0253274  ])
147309  , -1618.03    , array([ 1.49097    ,  0.0706894  ,  9.23812e-13,  0.660536   ,  0.0253274  ])
147310  , -1618.82    , array([ 1.48948    ,  0.0707601  ,  9.23812e-13,  0.660536   ,  0.0253274  ])
147311  , -1618       , array([ 1.48948    ,  0.0706894  ,  9.24736e-13,  0.660536   ,  0.0253274  ])
147312  , -1618       , array([ 1.48948    ,  0.0706894  ,  9.23812e-13,  0.661197   ,  0.0253274  ])
147313  , -1617.25    , array([ 1.48948    ,  0.0706894  ,  9.23812e-13,  0.660536   ,  0.0253528  ])
147314  , -1615.54    , array([ 1.52127    ,  0.0703249  ,  9.23812e-13,  0.742042   ,  0.025288   ])
147315  , -1615.54    , array([ 1.52127    ,  0.0703249  ,  9.23812e-13,  0.742042   ,  0.025288   ])
147316  , -1615.57    , array([ 1.52279    ,  0.0703249  ,  9.23812e-13,  0.742042   ,  0.025288   ])
147317  , -1616.34    , array([ 1.52127    ,  0.0703953  ,  9.23812e-13,  0.742042   ,  0.025288   ])
147318  , -1615.54    , array([ 1.52127    ,  0.0703249  ,  9.24736e-13,  0.742042   ,  0.025288   ])
147319  , -1615.54    , array([ 1.52127    ,  0.0703249  ,  9.23812e-13,  0.742785   ,  0.025288   ])
147320  , -1614.78    , array([ 1.52127    ,  0.0703249  ,  9.23812e-13,  0.742042   ,  0.0253133  ])
147321  , -1611.24    , array([ 1.56301    ,  0.0693826  ,  9.23812e-13,  0.85632    ,  0.0251174  ])
147322  , -1611.24    , array([ 1.56301    ,  0.0693826  ,  9.23812e-13,  0.85632    ,  0.0251174  ])
147323  , -1611.29    , array([ 1.56457    ,  0.0693826  ,  9.23812e-13,  0.85632    ,  0.0251174  ])
147324  , -1611.97    , array([ 1.56301    ,  0.0694521  ,  9.23812e-13,  0.85632    ,  0.0251174  ])
147325  , -1611.24    , array([ 1.56301    ,  0.0693826  ,  9.24736e-13,  0.85632    ,  0.0251174  ])
147326  , -1611.24    , array([ 1.56301    ,  0.0693826  ,  9.23812e-13,  0.857176   ,  0.0251174  ])
147327  , -1610.53    , array([ 1.56301    ,  0.0693826  ,  9.23812e-13,  0.85632    ,  0.0251425  ])
147328  , -1604.28    , array([ 1.63443    ,  0.06783    ,  9.23812e-13,  1.24812    ,  0.0248796  ])
147329  , -1604.28    , array([ 1.63443    ,  0.06783    ,  9.23812e-13,  1.24812    ,  0.0248796  ])
147330  , -1604.35    , array([ 1.63606    ,  0.06783    ,  9.23812e-13,  1.24812    ,  0.0248796  ])
147331  , -1605.07    , array([ 1.63443    ,  0.0678979  ,  9.23812e-13,  1.24812    ,  0.0248796  ])
147332  , -1604.28    , array([ 1.63443    ,  0.06783    ,  9.24736e-13,  1.24812    ,  0.0248796  ])
147333  , -1604.29    , array([ 1.63443    ,  0.06783    ,  9.23812e-13,  1.24936    ,  0.0248796  ])
147334  , -1603.52    , array([ 1.63443    ,  0.06783    ,  9.23812e-13,  1.24812    ,  0.0249045  ])
147335  , -1594.48    , array([ 1.72507    ,  0.0648501  ,  9.23812e-13,  1.62081    ,  0.0243522  ])
147336  , -1594.48    , array([ 1.72507    ,  0.0648501  ,  9.23812e-13,  1.62081    ,  0.0243522  ])
147337  , -1594.57    , array([ 1.7268     ,  0.0648501  ,  9.23812e-13,  1.62081    ,  0.0243522  ])
147338  , -1594.96    , array([ 1.72507    ,  0.064915   ,  9.23812e-13,  1.62081    ,  0.0243522  ])
147339  , -1594.48    , array([ 1.72507    ,  0.0648501  ,  9.24736e-13,  1.62081    ,  0.0243522  ])
147340  , -1594.47    , array([ 1.72507    ,  0.0648501  ,  9.23812e-13,  1.62243    ,  0.0243522  ])
147341  , -1593.97    , array([ 1.72507    ,  0.0648501  ,  9.23812e-13,  1.62081    ,  0.0243765  ])
147342  , -1623.2     , array([ 1.90131    ,  0.0606842  ,  9.23812e-13,  4.19543    ,  0.0238663  ])
147343  , -1623.2     , array([ 1.90131    ,  0.0606842  ,  9.23812e-13,  4.19543    ,  0.0238663  ])
147344  , -1623.32    , array([ 1.90321    ,  0.0606842  ,  9.23812e-13,  4.19543    ,  0.0238663  ])
147345  , -1624.86    , array([ 1.90131    ,  0.0607449  ,  9.23812e-13,  4.19543    ,  0.0238663  ])
147346  , -1623.2     , array([ 1.90131    ,  0.0606842  ,  9.24736e-13,  4.19543    ,  0.0238663  ])
147347  , -1623.43    , array([ 1.90131    ,  0.0606842  ,  9.23812e-13,  4.19963    ,  0.0238663  ])
147348  , -1621.75    , array([ 1.90131    ,  0.0606842  ,  9.23812e-13,  4.19543    ,  0.0238902  ])
147349  , -1590.33    , array([ 1.77795    ,  0.0635273  ,  9.23812e-13,  2.17744    ,  0.0242003  ])
147350  , -1590.33    , array([ 1.77795    ,  0.0635273  ,  9.23812e-13,  2.17744    ,  0.0242003  ])
