168659  , -261665     , array([ 0.0172638  ,  0.667554   ,  0.0194499  ,  3.85673e-60,  0.0716458  ])
168692  , -107937     , array([ 0.0381379  ,  0.624908   ,  0.0195951  ,  3.86059e-60,  0.0383534  ])
168693  , -107988     , array([ 0.0381379  ,  0.624908   ,  0.0195951  ,  3.85673e-60,  0.0383917  ])
168701  , -107896     , array([ 0.0381838  ,  0.623991   ,  0.0195923  ,  3.85673e-60,  0.0384048  ])
168702  , -107896     , array([ 0.0381838  ,  0.623991   ,  0.0195923  ,  3.85673e-60,  0.0384048  ])
168703  , -107820     , array([ 0.038222   ,  0.623991   ,  0.0195923  ,  3.85673e-60,  0.0384048  ])
168704  , -107908     , array([ 0.0381838  ,  0.624615   ,  0.0195923  ,  3.85673e-60,  0.0384048  ])
168705  , -107896     , array([ 0.0381838  ,  0.623991   ,  0.0196119  ,  3.85673e-60,  0.0384048  ])
168706  , -107896     , array([ 0.0381838  ,  0.623991   ,  0.0195923  ,  3.86059e-60,  0.0384048  ])
168707  , -107947     , array([ 0.0381838  ,  0.623991   ,  0.0195923  ,  3.85673e-60,  0.0384433  ])
168708  , -107855     , array([ 0.0382297  ,  0.623075   ,  0.0195894  ,  3.85673e-60,  0.0384564  ])
168709  , -107855     , array([ 0.0382297  ,  0.623075   ,  0.0195894  ,  3.85673e-60,  0.0384564  ])
168710  , -107779     , array([ 0.038268   ,  0.623075   ,  0.0195894  ,  3.85673e-60,  0.0384564  ])
168711  , -107867     , array([ 0.0382297  ,  0.623698   ,  0.0195894  ,  3.85673e-60,  0.0384564  ])
168712  , -107855     , array([ 0.0382297  ,  0.623075   ,  0.019609   ,  3.85673e-60,  0.0384564  ])
168713  , -107855     , array([ 0.0382297  ,  0.623075   ,  0.0195894  ,  3.86059e-60,  0.0384564  ])
168714  , -107907     , array([ 0.0382297  ,  0.623075   ,  0.0195894  ,  3.85673e-60,  0.0384949  ])
168715  , -373725     , array([ 0.384881   ,  0.0370715  ,  0.0148169  ,  3.85673e-60,  0.505328   ])
168716  , -373725     , array([ 0.384881   ,  0.0370715  ,  0.0148169  ,  3.85673e-60,  0.505328   ])
168717  , -373741     , array([ 0.385266   ,  0.0370715  ,  0.0148169  ,  3.85673e-60,  0.505328   ])
168718  , -373571     , array([ 0.384881   ,  0.0371086  ,  0.0148169  ,  3.85673e-60,  0.505328   ])
168719  , -373695     , array([ 0.384881   ,  0.0370715  ,  0.0148317  ,  3.85673e-60,  0.505328   ])
168720  , -373725     , array([ 0.384881   ,  0.0370715  ,  0.0148169  ,  3.86059e-60,  0.505328   ])
168721  , -373809     , array([ 0.384881   ,  0.0370715  ,  0.0148169  ,  3.85673e-60,  0.505834   ])
168722  , -96797.2    , array([ 0.0513472  ,  0.434503   ,  0.018903   ,  3.85673e-60,  0.0534393  ])
168723  , -96797.2    , array([ 0.0513472  ,  0.434503   ,  0.018903   ,  3.85673e-60,  0.0534393  ])
168724  , -96721.6    , array([ 0.0513985  ,  0.434503   ,  0.018903   ,  3.85673e-60,  0.0534393  ])
168725  , -96812.4    , array([ 0.0513472  ,  0.434938   ,  0.018903   ,  3.85673e-60,  0.0534393  ])
168726  , -96797.1    , array([ 0.0513472  ,  0.434503   ,  0.0189219  ,  3.85673e-60,  0.0534393  ])
168727  , -96797.2    , array([ 0.0513472  ,  0.434503   ,  0.018903   ,  3.86059e-60,  0.0534393  ])
168728  , -96845.5    , array([ 0.0513472  ,  0.434503   ,  0.018903   ,  3.85673e-60,  0.0534928  ])
168729  , -88153.4    , array([ 0.0636165  ,  0.334417   ,  0.0184196  ,  3.85673e-60,  0.0678652  ])
168730  , -88153.4    , array([ 0.0636165  ,  0.334417   ,  0.0184196  ,  3.85673e-60,  0.0678652  ])
168731  , -88079.2    , array([ 0.0636802  ,  0.334417   ,  0.0184196  ,  3.85673e-60,  0.0678652  ])
168732  , -88168.8    , array([ 0.0636165  ,  0.334752   ,  0.0184196  ,  3.85673e-60,  0.0678652  ])
168733  , -88153.2    , array([ 0.0636165  ,  0.334417   ,  0.018438   ,  3.85673e-60,  0.0678652  ])
168734  , -88153.4    , array([ 0.0636165  ,  0.334417   ,  0.0184196  ,  3.86059e-60,  0.0678652  ])
168735  , -88201.5    , array([ 0.0636165  ,  0.334417   ,  0.0184196  ,  3.85673e-60,  0.0679331  ])
168736  , -93710.9    , array([ 0.156476   ,  0.111343   ,  0.0165203  ,  3.85673e-60,  0.185187   ])
168737  , -93710.9    , array([ 0.156476   ,  0.111343   ,  0.0165203  ,  3.85673e-60,  0.185187   ])
168738  , -93653.8    , array([ 0.156633   ,  0.111343   ,  0.0165203  ,  3.85673e-60,  0.185187   ])
168739  , -93667.9    , array([ 0.156476   ,  0.111455   ,  0.0165203  ,  3.85673e-60,  0.185187   ])
168740  , -93710.1    , array([ 0.156476   ,  0.111343   ,  0.0165368  ,  3.85673e-60,  0.185187   ])
168741  , -93710.9    , array([ 0.156476   ,  0.111343   ,  0.0165203  ,  3.86059e-60,  0.185187   ])
168742  , -93807.6    , array([ 0.156476   ,  0.111343   ,  0.0165203  ,  3.85673e-60,  0.185372   ])
168743  , -75975.6    , array([ 0.098753   ,  0.1954     ,  0.0174658  ,  3.85673e-60,  0.11083    ])
168744  , -75975.6    , array([ 0.098753   ,  0.1954     ,  0.0174658  ,  3.85673e-60,  0.11083    ])
168745  , -75907.6    , array([ 0.0988518  ,  0.1954     ,  0.0174658  ,  3.85673e-60,  0.11083    ])
168746  , -75978.8    , array([ 0.098753   ,  0.195595   ,  0.0174658  ,  3.85673e-60,  0.11083    ])
168747  , -75975.2    , array([ 0.098753   ,  0.1954     ,  0.0174833  ,  3.85673e-60,  0.11083    ])
168748  , -75975.6    , array([ 0.098753   ,  0.1954     ,  0.0174658  ,  3.86059e-60,  0.11083    ])
168749  , -76033.2    , array([ 0.098753   ,  0.1954     ,  0.0174658  ,  3.85673e-60,  0.110941   ])
168750  , -44758.3    , array([ 0.392272   ,  5.13433    ,  1.0518e-36 ,  3.85673e-60,  0.0964613  ])
168751  , -44758.3    , array([ 0.392272   ,  5.13433    ,  1.0518e-36 ,  3.85673e-60,  0.0964613  ])
168752  , -44740.5    , array([ 0.392664   ,  5.13433    ,  1.0518e-36 ,  3.85673e-60,  0.0964613  ])
168753  , -44763.7    , array([ 0.392272   ,  5.13947    ,  1.0518e-36 ,  3.85673e-60,  0.0964613  ])
168754  , -44758.3    , array([ 0.392272   ,  5.13433    ,  1.05285e-36,  3.85673e-60,  0.0964613  ])
168755  , -44758.3    , array([ 0.392272   ,  5.13433    ,  1.0518e-36 ,  3.86059e-60,  0.0964613  ])
168756  , -44768.9    , array([ 0.392272   ,  5.13433    ,  1.0518e-36 ,  3.85673e-60,  0.0965578  ])
168764  , -44751.7    , array([ 0.391625   ,  5.11953    ,  1.04325e-36,  3.85673e-60,  0.0962735  ])
168765  , -44751.7    , array([ 0.391625   ,  5.11953    ,  1.04325e-36,  3.85673e-60,  0.0962735  ])
168766  , -44733.9    , array([ 0.392016   ,  5.11953    ,  1.04325e-36,  3.85673e-60,  0.0962735  ])
168767  , -44757.1    , array([ 0.391625   ,  5.12465    ,  1.04325e-36,  3.85673e-60,  0.0962735  ])
168768  , -44751.7    , array([ 0.391625   ,  5.11953    ,  1.04429e-36,  3.85673e-60,  0.0962735  ])
168769  , -44751.7    , array([ 0.391625   ,  5.11953    ,  1.04325e-36,  3.86059e-60,  0.0962735  ])
168770  , -44762.3    , array([ 0.391625   ,  5.11953    ,  1.04325e-36,  3.85673e-60,  0.0963698  ])
168771  , -43442.4    , array([ 0.238378   ,  2.14867    ,  8.95928e-38,  3.85673e-60,  0.0535887  ])
168772  , -43442.4    , array([ 0.238378   ,  2.14867    ,  8.95928e-38,  3.85673e-60,  0.0535887  ])
168773  , -43423.8    , array([ 0.238616   ,  2.14867    ,  8.95928e-38,  3.85673e-60,  0.0535887  ])
168774  , -43449.5    , array([ 0.238378   ,  2.15082    ,  8.95928e-38,  3.85673e-60,  0.0535887  ])
168775  , -43442.4    , array([ 0.238378   ,  2.14867    ,  8.96825e-38,  3.85673e-60,  0.0535887  ])
168776  , -43442.4    , array([ 0.238378   ,  2.14867    ,  8.95928e-38,  3.86059e-60,  0.0535887  ])
168777  , -43449.3    , array([ 0.238378   ,  2.14867    ,  8.95928e-38,  3.85673e-60,  0.0536423  ])
168778  , -40202.2    , array([ 0.181228   ,  0.995726   ,  2.97117e-38,  3.85673e-60,  0.0384471  ])
168779  , -40202.2    , array([ 0.181228   ,  0.995726   ,  2.97117e-38,  3.85673e-60,  0.0384471  ])
168780  , -40183      , array([ 0.181409   ,  0.995726   ,  2.97117e-38,  3.85673e-60,  0.0384471  ])
168781  , -40212.2    , array([ 0.181228   ,  0.996722   ,  2.97117e-38,  3.85673e-60,  0.0384471  ])
168782  , -40202.2    , array([ 0.181228   ,  0.995726   ,  2.97414e-38,  3.85673e-60,  0.0384471  ])
168783  , -40202.2    , array([ 0.181228   ,  0.995726   ,  2.97117e-38,  3.86059e-60,  0.0384471  ])
168784  , -40206.9    , array([ 0.181228   ,  0.995726   ,  2.97117e-38,  3.85673e-60,  0.0384856  ])
168785  , -16159.3    , array([ 0.0605426  ,  0.0459217  ,  3.5937e-40 ,  3.85673e-60,  0.0101866  ])
168786  , -16159.3    , array([ 0.0605426  ,  0.0459217  ,  3.5937e-40 ,  3.85673e-60,  0.0101866  ])
168787  , -16141      , array([ 0.0606032  ,  0.0459217  ,  3.5937e-40 ,  3.85673e-60,  0.0101866  ])
168788  , -16170.2    , array([ 0.0605426  ,  0.0459676  ,  3.5937e-40 ,  3.85673e-60,  0.0101866  ])
168789  , -16159.3    , array([ 0.0605426  ,  0.0459217  ,  3.59729e-40,  3.85673e-60,  0.0101866  ])
168790  , -16159.3    , array([ 0.0605426  ,  0.0459217  ,  3.5937e-40 ,  3.86059e-60,  0.0101866  ])
168791  , -16165.2    , array([ 0.0605426  ,  0.0459217  ,  3.5937e-40 ,  3.85673e-60,  0.0101967  ])
168799  , -16147.2    , array([ 0.0605048  ,  0.0458413  ,  3.58468e-40,  3.85673e-60,  0.0101789  ])
168800  , -16147.2    , array([ 0.0605048  ,  0.0458413  ,  3.58468e-40,  3.85673e-60,  0.0101789  ])
168801  , -16128.9    , array([ 0.0605654  ,  0.0458413  ,  3.58468e-40,  3.85673e-60,  0.0101789  ])
168802  , -16158      , array([ 0.0605048  ,  0.0458872  ,  3.58468e-40,  3.85673e-60,  0.0101789  ])
168803  , -16147.2    , array([ 0.0605048  ,  0.0458413  ,  3.58827e-40,  3.85673e-60,  0.0101789  ])
168804  , -16147.2    , array([ 0.0605048  ,  0.0458413  ,  3.58468e-40,  3.86059e-60,  0.0101789  ])
168805  , -16153.1    , array([ 0.0605048  ,  0.0458413  ,  3.58468e-40,  3.85673e-60,  0.010189   ])
168806  , -13677.5    , array([ 0.0348118  ,  0.0097193  ,  3.87059e-41,  3.85673e-60,  0.0052105  ])
168807  , -13677.5    , array([ 0.0348118  ,  0.0097193  ,  3.87059e-41,  3.85673e-60,  0.0052105  ])
168808  , -13664.5    , array([ 0.0348466  ,  0.0097193  ,  3.87059e-41,  3.85673e-60,  0.0052105  ])
168809  , -13666.8    , array([ 0.0348118  ,  0.00972902 ,  3.87059e-41,  3.85673e-60,  0.0052105  ])
168810  , -13677.5    , array([ 0.0348118  ,  0.0097193  ,  3.87446e-41,  3.85673e-60,  0.0052105  ])
168811  , -13677.5    , array([ 0.0348118  ,  0.0097193  ,  3.87059e-41,  3.86059e-60,  0.0052105  ])
168812  , -13700.4    , array([ 0.0348118  ,  0.0097193  ,  3.87059e-41,  3.85673e-60,  0.00521572 ])
168813  , -12346.1    , array([ 0.04436    ,  0.0191872  ,  1.02719e-40,  3.85673e-60,  0.00698877 ])
168814  , -12346.1    , array([ 0.04436    ,  0.0191872  ,  1.02719e-40,  3.85673e-60,  0.00698877 ])
168815  , -12330.5    , array([ 0.0444044  ,  0.0191872  ,  1.02719e-40,  3.85673e-60,  0.00698877 ])
168816  , -12346.9    , array([ 0.04436    ,  0.0192064  ,  1.02719e-40,  3.85673e-60,  0.00698877 ])
168817  , -12346.1    , array([ 0.04436    ,  0.0191872  ,  1.02822e-40,  3.85673e-60,  0.00698877 ])
168818  , -12346.1    , array([ 0.04436    ,  0.0191872  ,  1.02719e-40,  3.86059e-60,  0.00698877 ])
168819  , -12359.9    , array([ 0.04436    ,  0.0191872  ,  1.02719e-40,  3.85673e-60,  0.00699576 ])
168827  , -12345.6    , array([ 0.0443588  ,  0.0191852  ,  1.02587e-40,  3.85673e-60,  0.00698838 ])
168828  , -12345.6    , array([ 0.0443588  ,  0.0191852  ,  1.02587e-40,  3.85673e-60,  0.00698838 ])
168829  , -12330      , array([ 0.0444032  ,  0.0191852  ,  1.02587e-40,  3.85673e-60,  0.00698838 ])
168830  , -12346.5    , array([ 0.0443588  ,  0.0192044  ,  1.02587e-40,  3.85673e-60,  0.00698838 ])
168831  , -12345.6    , array([ 0.0443588  ,  0.0191852  ,  1.0269e-40 ,  3.85673e-60,  0.00698838 ])
168832  , -12345.6    , array([ 0.0443588  ,  0.0191852  ,  1.02587e-40,  3.86059e-60,  0.00698838 ])
168833  , -12359.4    , array([ 0.0443588  ,  0.0191852  ,  1.02587e-40,  3.85673e-60,  0.00699537 ])
168834  , -11119.6    , array([ 0.0377419  ,  0.0105106  ,  4.44922e-44,  3.85673e-60,  0.00499893 ])
168835  , -11119.6    , array([ 0.0377419  ,  0.0105106  ,  4.44922e-44,  3.85673e-60,  0.00499893 ])
168836  , -11108      , array([ 0.0377797  ,  0.0105106  ,  4.44922e-44,  3.85673e-60,  0.00499893 ])
168837  , -11112.2    , array([ 0.0377419  ,  0.0105211  ,  4.44922e-44,  3.85673e-60,  0.00499893 ])
168838  , -11119.6    , array([ 0.0377419  ,  0.0105106  ,  4.45367e-44,  3.85673e-60,  0.00499893 ])
168839  , -11119.6    , array([ 0.0377419  ,  0.0105106  ,  4.44922e-44,  3.86059e-60,  0.00499893 ])
168840  , -11138      , array([ 0.0377419  ,  0.0105106  ,  4.44922e-44,  3.85673e-60,  0.00500393 ])
168841  , -8881.52    , array([ 0.0423262  ,  0.0108173  ,  5.69025e-48,  3.85673e-60,  0.0047519  ])
168842  , -8881.52    , array([ 0.0423262  ,  0.0108173  ,  5.69025e-48,  3.85673e-60,  0.0047519  ])
168843  , -8871.94    , array([ 0.0423686  ,  0.0108173  ,  5.69025e-48,  3.85673e-60,  0.0047519  ])
168844  , -8875.85    , array([ 0.0423262  ,  0.0108282  ,  5.69025e-48,  3.85673e-60,  0.0047519  ])
168845  , -8881.52    , array([ 0.0423262  ,  0.0108173  ,  5.69594e-48,  3.85673e-60,  0.0047519  ])
168846  , -8881.52    , array([ 0.0423262  ,  0.0108173  ,  5.69025e-48,  3.86059e-60,  0.0047519  ])
168847  , -8896.17    , array([ 0.0423262  ,  0.0108173  ,  5.69025e-48,  3.85673e-60,  0.00475665 ])
168848  , -5414.16    , array([ 0.0544286  ,  0.0109243  ,  3.92882e-57,  3.85673e-60,  0.00412985 ])
168849  , -5414.16    , array([ 0.0544286  ,  0.0109243  ,  3.92882e-57,  3.85673e-60,  0.00412985 ])
168850  , -5408.48    , array([ 0.054483   ,  0.0109243  ,  3.92882e-57,  3.85673e-60,  0.00412985 ])
168851  , -5411.94    , array([ 0.0544286  ,  0.0109352  ,  3.92882e-57,  3.85673e-60,  0.00412985 ])
168852  , -5414.16    , array([ 0.0544286  ,  0.0109243  ,  3.93275e-57,  3.85673e-60,  0.00412985 ])
168853  , -5414.16    , array([ 0.0544286  ,  0.0109243  ,  3.92882e-57,  3.86059e-60,  0.00412985 ])
168854  , -5421.62    , array([ 0.0544286  ,  0.0109243  ,  3.92882e-57,  3.85673e-60,  0.00413398 ])
168855  , -3377.95    , array([ 0.0735819  ,  0.00992073 ,  2.03206e-69,  3.85673e-60,  0.00328381 ])
168856  , -3377.95    , array([ 0.0735819  ,  0.00992073 ,  2.03206e-69,  3.85673e-60,  0.00328381 ])
168857  , -3375.58    , array([ 0.0736555  ,  0.00992073 ,  2.03206e-69,  3.85673e-60,  0.00328381 ])
168858  , -3379.04    , array([ 0.0735819  ,  0.00993066 ,  2.03206e-69,  3.85673e-60,  0.00328381 ])
168859  , -3377.95    , array([ 0.0735819  ,  0.00992073 ,  2.03409e-69,  3.85673e-60,  0.00328381 ])
168860  , -3377.95    , array([ 0.0735819  ,  0.00992073 ,  2.03206e-69,  3.86059e-60,  0.00328381 ])
168861  , -3378.94    , array([ 0.0735819  ,  0.00992073 ,  2.03206e-69,  3.85673e-60,  0.00328709 ])
168862  , -2853.83    , array([ 0.0839128  ,  0.00813582 ,  7.49932e-77,  3.85673e-60,  0.00269794 ])
168863  , -2853.83    , array([ 0.0839128  ,  0.00813582 ,  7.49932e-77,  3.85673e-60,  0.00269794 ])
168864  , -2852.58    , array([ 0.0839968  ,  0.00813582 ,  7.49932e-77,  3.85673e-60,  0.00269794 ])
168865  , -2854.82    , array([ 0.0839128  ,  0.00814396 ,  7.49932e-77,  3.85673e-60,  0.00269794 ])
168866  , -2853.83    , array([ 0.0839128  ,  0.00813582 ,  7.50682e-77,  3.85673e-60,  0.00269794 ])
168867  , -2853.83    , array([ 0.0839128  ,  0.00813582 ,  7.49932e-77,  3.86059e-60,  0.00269794 ])
168868  , -2853.87    , array([ 0.0839128  ,  0.00813582 ,  7.49932e-77,  3.85673e-60,  0.00270064 ])
168869  , -2588.05    , array([ 0.0957265  ,  0.00647799 ,  1.93486e-84,  3.85673e-60,  0.0021996  ])
168870  , -2588.05    , array([ 0.0957265  ,  0.00647799 ,  1.93486e-84,  3.85673e-60,  0.0021996  ])
168871  , -2587.46    , array([ 0.0958222  ,  0.00647799 ,  1.93486e-84,  3.85673e-60,  0.0021996  ])
168872  , -2588.33    , array([ 0.0957265  ,  0.00648447 ,  1.93486e-84,  3.85673e-60,  0.0021996  ])
168873  , -2588.05    , array([ 0.0957265  ,  0.00647799 ,  1.9368e-84 ,  3.85673e-60,  0.0021996  ])
168874  , -2588.05    , array([ 0.0957265  ,  0.00647799 ,  1.93486e-84,  3.86059e-60,  0.0021996  ])
168875  , -2588.18    , array([ 0.0957265  ,  0.00647799 ,  1.93486e-84,  3.85673e-60,  0.0022018  ])
168876  , -2501.3     , array([ 0.108364   ,  0.005624   ,  2.64846e-90,  3.85673e-60,  0.00192409 ])
168877  , -2501.3     , array([ 0.108364   ,  0.005624   ,  2.64846e-90,  3.85673e-60,  0.00192409 ])
168878  , -2501       , array([ 0.108472   ,  0.005624   ,  2.64846e-90,  3.85673e-60,  0.00192409 ])
168879  , -2501.36    , array([ 0.108364   ,  0.00562962 ,  2.64846e-90,  3.85673e-60,  0.00192409 ])
168880  , -2501.3     , array([ 0.108364   ,  0.005624   ,  2.65111e-90,  3.85673e-60,  0.00192409 ])
168881  , -2501.3     , array([ 0.108364   ,  0.005624   ,  2.64846e-90,  3.86059e-60,  0.00192409 ])
168882  , -2501.38    , array([ 0.108364   ,  0.005624   ,  2.64846e-90,  3.85673e-60,  0.00192601 ])
168883  , -2471.1     , array([ 0.121863   ,  0.00514587 ,  5.06938e-95,  3.85673e-60,  0.00176063 ])
168884  , -2471.1     , array([ 0.121863   ,  0.00514587 ,  5.06938e-95,  3.85673e-60,  0.00176063 ])
168885  , -2470.95    , array([ 0.121984   ,  0.00514587 ,  5.06938e-95,  3.85673e-60,  0.00176063 ])
168886  , -2471.18    , array([ 0.121863   ,  0.00515101 ,  5.06938e-95,  3.85673e-60,  0.00176063 ])
168887  , -2471.1     , array([ 0.121863   ,  0.00514587 ,  5.07445e-95,  3.85673e-60,  0.00176063 ])
168888  , -2471.1     , array([ 0.121863   ,  0.00514587 ,  5.06938e-95,  3.86059e-60,  0.00176063 ])
168889  , -2471.04    , array([ 0.121863   ,  0.00514587 ,  5.06938e-95,  3.85673e-60,  0.0017624  ])
168890  , -2462.19    , array([ 0.133832   ,  0.00491141 ,  2.95928e-98,  3.85673e-60,  0.00168002 ])
168891  , -2462.19    , array([ 0.133832   ,  0.00491141 ,  2.95928e-98,  3.85673e-60,  0.00168002 ])
168892  , -2462.1     , array([ 0.133966   ,  0.00491141 ,  2.95928e-98,  3.85673e-60,  0.00168002 ])
168893  , -2462.28    , array([ 0.133832   ,  0.00491632 ,  2.95928e-98,  3.85673e-60,  0.00168002 ])
168894  , -2462.19    , array([ 0.133832   ,  0.00491141 ,  2.96225e-98,  3.85673e-60,  0.00168002 ])
168895  , -2462.19    , array([ 0.133832   ,  0.00491141 ,  2.95928e-98,  3.86059e-60,  0.00168002 ])
168896  , -2462.05    , array([ 0.133832   ,  0.00491141 ,  2.95928e-98,  3.85673e-60,  0.0016817  ])
168897  , -2458.49    , array([ 0.14426    ,  0.00483493 ,  2.35275e-100,  3.85673e-60,  0.00165426 ])
168898  , -2458.49    , array([ 0.14426    ,  0.00483493 ,  2.35275e-100,  3.85673e-60,  0.00165426 ])
168899  , -2458.44    , array([ 0.144405   ,  0.00483493 ,  2.35275e-100,  3.85673e-60,  0.00165426 ])
168900  , -2458.59    , array([ 0.14426    ,  0.00483976 ,  2.35275e-100,  3.85673e-60,  0.00165426 ])
168901  , -2458.49    , array([ 0.14426    ,  0.00483493 ,  2.3551e-100,  3.85673e-60,  0.00165426 ])
168902  , -2458.49    , array([ 0.14426    ,  0.00483493 ,  2.35275e-100,  3.86059e-60,  0.00165426 ])
168903  , -2458.32    , array([ 0.14426    ,  0.00483493 ,  2.35275e-100,  3.85673e-60,  0.00165591 ])
168904  , -2454.08    , array([ 0.157805   ,  0.004875   ,  2.89514e-102,  3.85673e-60,  0.00166859 ])
168905  , -2454.08    , array([ 0.157805   ,  0.004875   ,  2.89514e-102,  3.85673e-60,  0.00166859 ])
168906  , -2454.05    , array([ 0.157963   ,  0.004875   ,  2.89514e-102,  3.85673e-60,  0.00166859 ])
168907  , -2454.18    , array([ 0.157805   ,  0.00487987 ,  2.89514e-102,  3.85673e-60,  0.00166859 ])
168908  , -2454.08    , array([ 0.157805   ,  0.004875   ,  2.89803e-102,  3.85673e-60,  0.00166859 ])
168909  , -2454.08    , array([ 0.157805   ,  0.004875   ,  2.89514e-102,  3.86059e-60,  0.00166859 ])
168910  , -2453.88    , array([ 0.157805   ,  0.004875   ,  2.89514e-102,  3.85673e-60,  0.00167026 ])
168911  , -2444.78    , array([ 0.184385   ,  0.00512755 ,  8.90524e-105,  3.85673e-60,  0.00175603 ])
168912  , -2444.78    , array([ 0.184385   ,  0.00512755 ,  8.90524e-105,  3.85673e-60,  0.00175603 ])
168913  , -2444.78    , array([ 0.18457    ,  0.00512755 ,  8.90524e-105,  3.85673e-60,  0.00175603 ])
168914  , -2444.89    , array([ 0.184385   ,  0.00513268 ,  8.90524e-105,  3.85673e-60,  0.00175603 ])
168915  , -2444.78    , array([ 0.184385   ,  0.00512755 ,  8.91415e-105,  3.85673e-60,  0.00175603 ])
168916  , -2444.78    , array([ 0.184385   ,  0.00512755 ,  8.90524e-105,  3.86059e-60,  0.00175603 ])
168917  , -2444.54    , array([ 0.184385   ,  0.00512755 ,  8.90524e-105,  3.85673e-60,  0.00175778 ])
168918  , -2422.54    , array([ 0.252612   ,  0.00593251 ,  6.8361e-109,  3.85673e-60,  0.00203379 ])
168919  , -2422.54    , array([ 0.252612   ,  0.00593251 ,  6.8361e-109,  3.85673e-60,  0.00203379 ])
168920  , -2422.57    , array([ 0.252865   ,  0.00593251 ,  6.8361e-109,  3.85673e-60,  0.00203379 ])
168921  , -2422.67    , array([ 0.252612   ,  0.00593844 ,  6.8361e-109,  3.85673e-60,  0.00203379 ])
168922  , -2422.54    , array([ 0.252612   ,  0.00593251 ,  6.84294e-109,  3.85673e-60,  0.00203379 ])
168923  , -2422.54    , array([ 0.252612   ,  0.00593251 ,  6.8361e-109,  3.86059e-60,  0.00203379 ])
168924  , -2422.24    , array([ 0.252612   ,  0.00593251 ,  6.8361e-109,  3.85673e-60,  0.00203583 ])
168925  , -2361.3     , array([ 0.518402   ,  0.0085862  ,  1.78873e-117,  3.85673e-60,  0.00295033 ])
168926  , -2361.3     , array([ 0.518402   ,  0.0085862  ,  1.78873e-117,  3.85673e-60,  0.00295033 ])
168927  , -2361.35    , array([ 0.518921   ,  0.0085862  ,  1.78873e-117,  3.85673e-60,  0.00295033 ])
168928  , -2361.49    , array([ 0.518402   ,  0.00859479 ,  1.78873e-117,  3.85673e-60,  0.00295033 ])
168929  , -2361.3     , array([ 0.518402   ,  0.0085862  ,  1.79052e-117,  3.85673e-60,  0.00295033 ])
168930  , -2361.3     , array([ 0.518402   ,  0.0085862  ,  1.78873e-117,  3.86059e-60,  0.00295033 ])
168931  , -2360.85    , array([ 0.518402   ,  0.0085862  ,  1.78873e-117,  3.85673e-60,  0.00295328 ])
