132240  , -79085      , array([ 0.0174361  ,  9.9569     ,  0.0249324  ,  3.04815e-25,  9.60217e-08])
132411  , -77790      , array([ 0.00100748 ,  9.89391    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132412  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249575  ,  3.04815e-25,  1.6806e-06 ])
132413  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.0512e-25 ,  1.6806e-06 ])
132414  , -77788.7    , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.68228e-06])
132415  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132416  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132417  , -77791.3    , array([ 0.00100849 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132418  , -77790      , array([ 0.00100748 ,  9.89391    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132419  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249575  ,  3.04815e-25,  1.6806e-06 ])
132420  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.0512e-25 ,  1.6806e-06 ])
132421  , -77788.7    , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.68228e-06])
132429  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132430  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132431  , -77791.3    , array([ 0.00100849 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132432  , -77790      , array([ 0.00100748 ,  9.89391    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132433  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249575  ,  3.04815e-25,  1.6806e-06 ])
132434  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.0512e-25 ,  1.6806e-06 ])
132435  , -77788.7    , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.68228e-06])
132436  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132437  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132438  , -77791.3    , array([ 0.00100849 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132439  , -77790      , array([ 0.00100748 ,  9.89391    ,  0.0249325  ,  3.04815e-25,  1.6806e-06 ])
132440  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249575  ,  3.04815e-25,  1.6806e-06 ])
132441  , -77790      , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.0512e-25 ,  1.6806e-06 ])
132442  , -77788.7    , array([ 0.00100748 ,  9.88402    ,  0.0249325  ,  3.04815e-25,  1.68228e-06])
132443  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132444  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132445  , -77777.1    , array([ 0.00100289 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132446  , -77775.8    , array([ 0.00100189 ,  9.89377    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132447  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249575  ,  3.04815e-25,  1.69002e-06])
132448  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.0512e-25 ,  1.69002e-06])
132449  , -77774.5    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69171e-06])
132450  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132451  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132452  , -77777.1    , array([ 0.00100289 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132453  , -77775.8    , array([ 0.00100189 ,  9.89377    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132454  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249575  ,  3.04815e-25,  1.69002e-06])
132455  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.0512e-25 ,  1.69002e-06])
132456  , -77774.5    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69171e-06])
132457  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132458  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132459  , -77777.1    , array([ 0.00100289 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132460  , -77775.8    , array([ 0.00100189 ,  9.89377    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132461  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249575  ,  3.04815e-25,  1.69002e-06])
132462  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.0512e-25 ,  1.69002e-06])
132463  , -77774.5    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69171e-06])
132466  , -77769.9    , array([ 0.0010001  ,  9.88381    ,  0.0249325  ,  3.04815e-25,  1.69475e-06])
132471  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132472  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132473  , -77777.1    , array([ 0.00100289 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132474  , -77775.8    , array([ 0.00100189 ,  9.89377    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132475  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249575  ,  3.04815e-25,  1.69002e-06])
132476  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.0512e-25 ,  1.69002e-06])
132477  , -77774.5    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69171e-06])
132478  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132479  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132480  , -77777.1    , array([ 0.00100289 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132481  , -77775.8    , array([ 0.00100189 ,  9.89377    ,  0.0249325  ,  3.04815e-25,  1.69002e-06])
132482  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249575  ,  3.04815e-25,  1.69002e-06])
132483  , -77775.8    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.0512e-25 ,  1.69002e-06])
132484  , -77774.5    , array([ 0.00100189 ,  9.88388    ,  0.0249325  ,  3.04815e-25,  1.69171e-06])
132485  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132486  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132487  , -77773.5    , array([ 0.0010015  ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132488  , -77772.2    , array([ 0.00100049 ,  9.89373    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132489  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249575  ,  3.04815e-25,  1.69238e-06])
132490  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.0512e-25 ,  1.69238e-06])
132491  , -77770.9    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69408e-06])
132492  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132493  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132494  , -77773.5    , array([ 0.0010015  ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132495  , -77772.2    , array([ 0.00100049 ,  9.89373    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132496  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249575  ,  3.04815e-25,  1.69238e-06])
132497  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.0512e-25 ,  1.69238e-06])
132498  , -77770.9    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69408e-06])
132499  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132500  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132501  , -77773.5    , array([ 0.0010015  ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132502  , -77772.2    , array([ 0.00100049 ,  9.89373    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132503  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249575  ,  3.04815e-25,  1.69238e-06])
132504  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.0512e-25 ,  1.69238e-06])
132505  , -77770.9    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69408e-06])
132508  , -77771.7    , array([ 0.0010008  ,  9.88383    ,  0.0249325  ,  3.04815e-25,  1.69357e-06])
132513  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132514  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132515  , -77773.5    , array([ 0.0010015  ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132516  , -77772.2    , array([ 0.00100049 ,  9.89373    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132517  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249575  ,  3.04815e-25,  1.69238e-06])
132518  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.0512e-25 ,  1.69238e-06])
132519  , -77770.9    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69408e-06])
132520  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132521  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132522  , -77773.5    , array([ 0.0010015  ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132523  , -77772.2    , array([ 0.00100049 ,  9.89373    ,  0.0249325  ,  3.04815e-25,  1.69238e-06])
132524  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249575  ,  3.04815e-25,  1.69238e-06])
132525  , -77772.2    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.0512e-25 ,  1.69238e-06])
132526  , -77770.9    , array([ 0.00100049 ,  9.88385    ,  0.0249325  ,  3.04815e-25,  1.69408e-06])
132527  , -77771.3    , array([ 0.00100015 ,  9.88384    ,  0.0249325  ,  3.04815e-25,  1.69298e-06])
132528  , -77771.3    , array([ 0.00100015 ,  9.88384    ,  0.0249325  ,  3.04815e-25,  1.69298e-06])
132529  , -77772.6    , array([ 0.00100115 ,  9.88384    ,  0.0249325  ,  3.04815e-25,  1.69298e-06])
132530  , -77771.3    , array([ 0.00100015 ,  9.89373    ,  0.0249325  ,  3.04815e-25,  1.69298e-06])
132531  , -77771.3    , array([ 0.00100015 ,  9.88384    ,  0.0249575  ,  3.04815e-25,  1.69298e-06])
132532  , -77771.3    , array([ 0.00100015 ,  9.88384    ,  0.0249325  ,  3.0512e-25 ,  1.69298e-06])
132533  , -77770      , array([ 0.00100015 ,  9.88384    ,  0.0249325  ,  3.04815e-25,  1.69467e-06])
132534  , -77771.3    , array([ 0.00100015 ,  9.88384    ,  0.0249325  ,  3.04815e-25,  1.69298e-06])
132535  , -77771.3    , array([ 0.00100015 ,  9.88384    ,  0.0249325  ,  3.04815e-25,  1.69298e-06])
